# The phyletic profiles are given as one OMA Group per row, starting
# with a group identifier, followed by a presents/absents indicator
# (i.e. 0 := absent, 1: present) per species in the group as columns.
# The first row contains the species for each column.
Group	Bovismorbificans_CVM_30176	ECOLI	SALTY
OMA01148	1	1	1
OMA01149	1	1	1
OMA01150	1	1	1
OMA01151	1	0	1
OMA01152	1	1	1
OMA01153	1	1	1
OMA01154	1	1	1
OMA01155	1	1	1
OMA01156	1	1	1
OMA01157	1	1	1
OMA01158	1	1	1
OMA01159	1	1	1
OMA01160	1	1	1
OMA01161	1	1	1
OMA01162	1	0	1
OMA01163	1	1	1
OMA01164	1	1	1
OMA01165	1	1	1
OMA01166	1	1	1
OMA01167	1	1	1
OMA01168	1	1	1
OMA01169	1	1	1
OMA01170	1	0	1
OMA01171	1	1	1
OMA01172	1	1	1
OMA01173	1	0	1
OMA01174	1	1	1
OMA01175	1	1	1
OMA01176	1	1	1
OMA01177	1	1	1
OMA01178	1	1	1
OMA01179	1	1	1
OMA01180	1	1	1
OMA01181	1	1	0
OMA01182	1	1	1
OMA01183	1	1	1
OMA01184	1	1	1
OMA01185	1	0	1
OMA01186	1	1	1
OMA01187	1	1	1
OMA01188	1	1	1
OMA01189	1	0	1
OMA01190	1	1	1
OMA01191	1	1	1
OMA01192	1	1	1
OMA01193	1	1	1
OMA01194	1	1	1
OMA01195	1	1	1
OMA01196	1	1	1
OMA01197	1	1	1
OMA01198	1	1	1
OMA01199	1	1	1
OMA01200	1	0	1
OMA01201	1	1	1
OMA01202	1	1	1
OMA01203	1	1	1
OMA01204	1	0	1
OMA01205	1	1	1
OMA01206	1	1	1
OMA01207	1	1	1
OMA01208	1	1	1
OMA01209	1	1	1
OMA01210	1	0	1
OMA01211	1	1	1
OMA01212	1	1	1
OMA01213	1	0	1
OMA01214	1	1	1
OMA01215	1	1	1
OMA01216	1	1	1
OMA01217	1	1	1
OMA01218	1	1	1
OMA01219	1	1	1
OMA01220	1	0	1
OMA01221	1	0	1
OMA01222	1	1	1
OMA01223	0	1	1
OMA01224	1	1	1
OMA01225	1	1	1
OMA01226	1	1	1
OMA01227	1	1	1
OMA01228	1	0	1
OMA01229	1	1	1
OMA01230	1	1	1
OMA01231	1	1	1
OMA01232	1	1	1
OMA01233	1	0	1
OMA01234	1	1	1
OMA01235	1	1	1
OMA01236	1	1	1
OMA01237	1	1	1
OMA01238	1	1	1
OMA01239	1	1	1
OMA01240	1	1	1
OMA01241	1	1	1
OMA01242	1	1	1
OMA01243	1	1	1
OMA01244	1	1	1
OMA01245	1	1	1
OMA01246	1	0	1
OMA01247	1	0	1
OMA01248	1	1	1
OMA01249	1	1	1
OMA01250	1	1	1
OMA01251	1	1	1
OMA01252	1	0	1
OMA01253	1	1	1
OMA01254	1	1	1
OMA01255	1	1	1
OMA01256	1	1	1
OMA01257	1	1	1
OMA01258	1	1	1
OMA01259	1	1	1
OMA01260	1	1	1
OMA01261	1	1	1
OMA01262	1	1	1
OMA01263	1	1	1
OMA01264	1	1	1
OMA01265	1	1	1
OMA01266	1	1	1
OMA01267	1	1	1
OMA01268	1	1	1
OMA01269	1	1	1
OMA01270	1	0	1
OMA01271	1	1	1
OMA01272	1	1	1
OMA01273	1	0	1
OMA01274	1	0	1
OMA01275	1	1	1
OMA01276	1	0	1
OMA01277	1	1	1
OMA01278	1	1	1
OMA01279	1	1	1
OMA01280	1	1	1
OMA01281	1	1	1
OMA01282	1	1	1
OMA01283	1	1	1
OMA01284	1	0	1
OMA01285	1	1	1
OMA01286	1	0	1
OMA01287	1	1	1
OMA01288	1	1	1
OMA01289	1	1	1
OMA01290	1	1	1
OMA01291	1	1	1
OMA01292	1	1	1
OMA01293	1	0	1
OMA01294	1	1	1
OMA01295	1	1	1
OMA01296	1	1	1
OMA01297	1	1	1
OMA01298	1	1	1
OMA01299	1	1	1
OMA01300	1	1	1
OMA01301	1	1	1
OMA01302	1	1	1
OMA01303	1	1	1
OMA01304	1	1	1
OMA01305	1	1	1
OMA01306	1	1	1
OMA01307	1	0	1
OMA01308	1	0	1
OMA01309	1	1	1
OMA01310	1	1	1
OMA01311	1	1	1
OMA01312	1	1	1
OMA01313	1	1	1
OMA01314	1	1	1
OMA01315	1	1	1
OMA01316	1	0	1
OMA01317	1	1	1
OMA01318	1	1	1
OMA01319	1	1	1
OMA01320	1	0	1
OMA01321	1	1	1
OMA01322	1	0	1
OMA01323	1	1	1
OMA01324	1	1	1
OMA01325	1	1	1
OMA01326	1	1	1
OMA01327	1	1	1
OMA01328	1	0	1
OMA01329	1	1	1
OMA01330	1	1	1
OMA01331	1	0	1
OMA01332	1	1	1
OMA01333	1	0	1
OMA01334	1	0	1
OMA01335	1	1	1
OMA01336	1	1	1
OMA01337	1	1	1
OMA01338	1	1	1
OMA01339	0	1	1
OMA01340	1	1	1
OMA01341	1	1	1
OMA01342	1	0	1
OMA01343	1	1	1
OMA01344	1	1	1
OMA01345	1	1	1
OMA01346	1	1	1
OMA01347	1	1	1
OMA01348	1	1	1
OMA01349	1	0	1
OMA01350	1	1	1
OMA01351	1	0	1
OMA01352	1	0	1
OMA01353	1	1	1
OMA01354	1	0	1
OMA01355	1	1	1
OMA01356	1	0	1
OMA01357	1	0	1
OMA01358	1	1	1
OMA01359	1	1	1
OMA01360	1	1	1
OMA01361	1	1	1
OMA01362	1	0	1
OMA01363	1	1	1
OMA01364	1	1	1
OMA01365	1	1	1
OMA01366	1	1	1
OMA01367	1	1	1
OMA01368	1	0	1
OMA01369	1	1	1
OMA01370	1	0	1
OMA01371	1	1	1
OMA01372	1	1	1
OMA01373	1	1	1
OMA01374	1	1	1
OMA01375	1	1	1
OMA01376	1	1	1
OMA01377	1	0	1
OMA01378	1	1	1
OMA01379	1	1	1
OMA01380	1	1	1
OMA01381	1	1	1
OMA01382	1	1	1
OMA01383	1	1	1
OMA01384	1	1	1
OMA01385	1	0	1
OMA01386	1	1	1
OMA01387	1	1	1
OMA01388	1	1	1
OMA01389	1	1	1
OMA01390	1	1	1
OMA01391	1	1	1
OMA01392	1	1	1
OMA01393	1	1	1
OMA01394	1	0	1
OMA01395	1	0	1
OMA01396	1	1	1
OMA01397	1	1	1
OMA01398	1	1	1
OMA01399	1	0	1
OMA01400	1	1	1
OMA01401	1	1	1
OMA01402	1	1	1
OMA01403	1	1	1
OMA01404	1	1	1
OMA01405	1	1	1
OMA01406	1	1	1
OMA01407	1	0	1
OMA01408	1	0	1
OMA01409	1	0	1
OMA01410	1	1	1
OMA01411	1	1	1
OMA01412	1	1	1
OMA01413	1	1	1
OMA01414	1	1	1
OMA01415	1	1	1
OMA01416	1	1	1
OMA01417	1	1	1
OMA01418	1	1	1
OMA01419	1	1	1
OMA01420	1	1	1
OMA01421	1	1	1
OMA01422	1	1	1
OMA01423	1	0	1
OMA01424	1	1	1
OMA01425	1	0	1
OMA01426	1	1	1
OMA01427	1	1	1
OMA01428	1	1	1
OMA01429	1	0	1
OMA01430	1	1	1
OMA01431	1	1	1
OMA01432	1	1	1
OMA01433	1	0	1
OMA01434	1	1	1
OMA01435	1	1	1
OMA01436	1	1	1
OMA01437	1	0	1
OMA01438	1	1	1
OMA01439	1	1	1
OMA01440	1	1	1
OMA01441	1	1	1
OMA01442	1	1	1
OMA01443	1	0	1
OMA01444	1	1	1
OMA01445	1	0	1
OMA01446	1	1	1
OMA01447	1	1	1
OMA01448	1	1	1
OMA01449	1	1	1
OMA01450	1	0	1
OMA01451	1	1	1
OMA01452	1	1	1
OMA01453	1	1	1
OMA01454	1	1	1
OMA01455	1	1	1
OMA01456	1	1	1
OMA01457	1	1	1
OMA01458	1	1	1
OMA01459	1	1	1
OMA01460	1	1	1
OMA01461	1	0	1
OMA01462	1	1	1
OMA01463	1	1	1
OMA01464	1	0	1
OMA01465	1	1	1
OMA01466	1	0	1
OMA01467	1	1	1
OMA01468	1	1	1
OMA01469	1	1	1
OMA01470	1	1	1
OMA01471	1	1	1
OMA01472	1	1	1
OMA01473	1	1	1
OMA01474	1	0	1
OMA01475	1	1	1
OMA01476	1	1	1
OMA01477	1	1	1
OMA01478	1	1	1
OMA01479	1	0	1
OMA01480	1	0	1
OMA01481	1	1	1
OMA01482	1	1	1
OMA01483	1	0	1
OMA01484	1	1	1
OMA01485	1	1	1
OMA01486	1	1	1
OMA01487	1	1	1
OMA01488	1	1	1
OMA01489	1	0	1
OMA01490	1	0	1
OMA01491	1	0	1
OMA01492	1	0	1
OMA01493	1	0	1
OMA01494	1	0	1
OMA01495	1	1	1
OMA01496	1	0	1
OMA01497	1	1	1
OMA01498	1	1	1
OMA01499	0	1	1
OMA01500	1	1	1
OMA01501	1	1	1
OMA01502	1	0	1
OMA01503	1	1	1
OMA01504	1	1	1
OMA01505	1	1	1
OMA01506	1	1	1
OMA01507	1	1	1
OMA01508	1	1	1
OMA01509	1	1	1
OMA01510	1	1	1
OMA01511	1	1	1
OMA01512	1	1	1
OMA01513	1	0	1
OMA01514	1	1	1
OMA01515	1	1	1
OMA01516	1	1	1
OMA01517	1	1	1
OMA01518	1	1	1
OMA01519	1	1	1
OMA01520	1	1	1
OMA01521	1	1	1
OMA01522	1	1	1
OMA01523	1	1	1
OMA01524	1	1	1
OMA01525	1	1	1
OMA01526	1	1	1
OMA01527	1	0	1
OMA01528	1	1	1
OMA01529	1	1	1
OMA01530	1	1	1
OMA01531	1	1	1
OMA01532	1	1	1
OMA01533	1	1	1
OMA01534	1	1	1
OMA01535	1	1	1
OMA01536	1	1	1
OMA01537	1	1	1
OMA01538	1	1	1
OMA01539	1	1	1
OMA01540	1	1	1
OMA01541	1	0	1
OMA01542	1	0	1
OMA01543	1	0	1
OMA01544	1	1	1
OMA01545	1	0	1
OMA01546	1	1	1
OMA01547	1	1	1
OMA01548	1	1	1
OMA01549	1	1	1
OMA01550	1	1	1
OMA01551	1	0	1
OMA01552	1	1	1
OMA01553	1	1	1
OMA01554	1	1	1
OMA01555	1	1	1
OMA01556	1	1	1
OMA01557	1	1	1
OMA01558	1	1	1
OMA01559	1	1	1
OMA01560	1	1	1
OMA01561	1	0	1
OMA01562	1	1	1
OMA01563	1	1	1
OMA01564	1	1	1
OMA01565	1	1	1
OMA01566	1	1	1
OMA01567	1	1	1
OMA01568	1	1	1
OMA01569	1	1	1
OMA01570	1	1	1
OMA01571	1	1	1
OMA01572	1	0	1
OMA01573	1	1	1
OMA01574	1	1	1
OMA01575	1	1	1
OMA01576	1	0	1
OMA01577	1	1	1
OMA01578	1	0	1
OMA01579	1	0	1
OMA01580	1	1	1
OMA01581	1	0	1
OMA01582	1	1	1
OMA01583	1	1	1
OMA01584	1	0	1
OMA01585	1	1	1
OMA01586	1	1	1
OMA01587	1	1	1
OMA01588	1	0	1
OMA01589	1	1	1
OMA01590	1	1	1
OMA01591	1	0	1
OMA01592	1	0	1
OMA01593	1	1	1
OMA01594	1	1	1
OMA01595	1	1	1
OMA01596	1	1	1
OMA01597	1	1	1
OMA01598	1	1	1
OMA01599	1	1	1
OMA01600	1	0	1
OMA01601	1	0	1
OMA01602	1	1	1
OMA01603	1	1	1
OMA01604	1	1	1
OMA01605	1	0	1
OMA01606	1	1	1
OMA01607	1	1	1
OMA01608	1	1	1
OMA01609	1	1	1
OMA01610	1	1	1
OMA01611	1	1	1
OMA01612	1	1	1
OMA01613	1	1	1
OMA01614	1	1	1
OMA01615	1	0	1
OMA01616	1	1	1
OMA01617	1	1	1
OMA01618	1	1	1
OMA01619	1	1	1
OMA01620	1	0	1
OMA01621	1	1	1
OMA01622	1	1	1
OMA01623	1	1	1
OMA01624	1	1	1
OMA01625	1	1	1
OMA01626	1	1	1
OMA01627	1	1	1
OMA01628	1	1	1
OMA01629	1	1	1
OMA01630	1	1	1
OMA01631	1	0	1
OMA01632	1	0	1
OMA01633	1	1	1
OMA01634	1	1	1
OMA01635	1	0	1
OMA01636	1	1	1
OMA01637	1	1	1
OMA01638	1	1	1
OMA01639	1	1	1
OMA01640	0	1	1
OMA01641	1	0	1
OMA01642	1	1	1
OMA01643	1	0	1
OMA01644	1	1	1
OMA01645	1	1	1
OMA01646	1	1	1
OMA01647	1	1	1
OMA01648	1	1	1
OMA01649	1	1	1
OMA01650	1	1	1
OMA01651	1	1	1
OMA01652	1	1	1
OMA01653	1	1	1
OMA01654	1	1	1
OMA01655	1	1	1
OMA01656	1	1	1
OMA01657	1	1	1
OMA01658	1	1	1
OMA01659	1	0	1
OMA01660	1	1	1
OMA01661	1	1	1
OMA01662	1	1	1
OMA01663	1	1	1
OMA01664	1	1	1
OMA01665	1	1	1
OMA01666	1	1	1
OMA01667	1	0	1
OMA01668	1	1	1
OMA01669	1	1	1
OMA01670	1	1	1
OMA01671	1	0	1
OMA01672	1	1	1
OMA01673	1	1	1
OMA01674	1	1	1
OMA01675	1	1	1
OMA01676	1	1	1
OMA01677	1	1	1
OMA01678	1	1	1
OMA01679	1	0	1
OMA01680	1	1	1
OMA01681	1	1	1
OMA01682	1	1	1
OMA01683	1	1	1
OMA01684	1	1	1
OMA01685	1	1	0
OMA01686	1	1	1
OMA01687	1	1	1
OMA01688	1	1	1
OMA01689	1	1	1
OMA01690	1	1	1
OMA01691	1	0	1
OMA01692	1	1	1
OMA01693	1	1	1
OMA01694	1	1	1
OMA01695	1	1	1
OMA01696	1	0	1
OMA01697	1	1	1
OMA01698	1	1	1
OMA01699	1	1	1
OMA01700	1	1	1
OMA01701	1	1	1
OMA01702	1	1	1
OMA01703	1	1	1
OMA01704	1	1	1
OMA01705	1	0	1
OMA01706	1	1	1
OMA01707	1	1	1
OMA01708	1	0	1
OMA01709	1	1	1
OMA01710	1	0	1
OMA01711	1	0	1
OMA01712	1	0	1
OMA01713	1	1	1
OMA01714	1	1	1
OMA01715	1	1	1
OMA01716	1	1	1
OMA01717	1	1	1
OMA01718	1	1	1
OMA01719	1	1	1
OMA01720	1	1	1
OMA01721	1	1	1
OMA01722	1	1	1
OMA01723	1	1	1
OMA01724	1	1	1
OMA01725	1	0	1
OMA01726	1	1	1
OMA01727	1	1	1
OMA01728	1	1	1
OMA01729	1	0	1
OMA01730	1	1	1
OMA01731	1	0	1
OMA01732	1	1	1
OMA01733	1	1	1
OMA01734	1	1	1
OMA01735	1	0	1
OMA01736	1	1	1
OMA01737	1	0	1
OMA01738	1	0	1
OMA01739	1	1	1
OMA01740	1	0	1
OMA01741	1	0	1
OMA01742	1	1	1
OMA01743	1	0	1
OMA01744	1	1	1
OMA01745	1	0	1
OMA01746	1	0	1
OMA01747	1	1	1
OMA01748	1	1	1
OMA01749	1	1	1
OMA01750	1	1	1
OMA01751	1	1	1
OMA01752	1	0	1
OMA01753	1	1	1
OMA01754	1	0	1
OMA01755	1	1	1
OMA01756	1	1	1
OMA01757	1	1	1
OMA01758	1	1	1
OMA01759	1	1	1
OMA01760	1	1	1
OMA01761	1	0	1
OMA01762	1	1	1
OMA01763	1	0	1
OMA01764	1	0	1
OMA01765	1	1	1
OMA01766	1	0	1
OMA01767	1	0	1
OMA01768	1	1	1
OMA01769	1	0	1
OMA01770	1	1	1
OMA01771	1	1	1
OMA01772	1	1	1
OMA01773	1	1	1
OMA01774	1	1	1
OMA01775	1	0	1
OMA01776	1	1	1
OMA01777	1	1	1
OMA01778	1	1	1
OMA01779	1	1	1
OMA01780	1	1	1
OMA01781	1	1	1
OMA01782	1	1	1
OMA01783	1	1	1
OMA01784	1	1	1
OMA01785	1	1	1
OMA01786	1	1	1
OMA01787	1	0	1
OMA01788	1	0	1
OMA01789	1	0	1
OMA01790	1	0	1
OMA01791	1	0	1
OMA01792	1	1	1
OMA01793	1	1	1
OMA01794	1	0	1
OMA01795	1	1	1
OMA01796	1	1	1
OMA01797	1	1	1
OMA01798	1	1	1
OMA01799	1	1	1
OMA01800	1	0	1
OMA01801	1	1	1
OMA01802	1	1	1
OMA01803	1	1	1
OMA01804	1	1	1
OMA01805	1	1	1
OMA01806	1	1	1
OMA01807	1	1	1
OMA01808	1	1	1
OMA01809	1	1	1
OMA01810	1	1	1
OMA01811	1	1	1
OMA01812	1	1	1
OMA01813	1	1	1
OMA01814	0	1	1
OMA01815	1	1	1
OMA01816	1	1	1
OMA01817	1	1	1
OMA01818	1	0	1
OMA01819	1	1	1
OMA01820	1	0	1
OMA01821	1	1	1
OMA01822	1	1	1
OMA01823	1	1	1
OMA01824	1	0	1
OMA01825	1	0	1
OMA01826	1	1	1
OMA01827	1	0	1
OMA01828	1	1	1
OMA01829	1	1	1
OMA01830	1	1	1
OMA01831	1	1	1
OMA01832	1	0	1
OMA01833	1	1	1
OMA01834	1	1	1
OMA01835	1	1	1
OMA01836	1	1	1
OMA01837	1	1	1
OMA01838	1	1	1
OMA01839	1	1	1
OMA01840	1	1	1
OMA01841	1	1	1
OMA01842	1	0	1
OMA01843	1	1	1
OMA01844	1	1	1
OMA01845	1	1	1
OMA01846	1	1	1
OMA01847	1	1	1
OMA01848	1	1	1
OMA01849	1	1	1
OMA01850	1	1	1
OMA01851	1	1	1
OMA01852	1	1	1
OMA01853	1	1	1
OMA01854	1	1	1
OMA01855	1	1	1
OMA01856	1	0	1
OMA01857	1	1	1
OMA01858	1	0	1
OMA01859	1	1	1
OMA01860	1	0	1
OMA01861	1	1	1
OMA01862	1	1	1
OMA01863	1	1	1
OMA01864	1	1	1
OMA01865	1	0	1
OMA01866	1	1	1
OMA01867	1	1	1
OMA01868	1	1	1
OMA01869	1	1	1
OMA01870	1	1	1
OMA01871	1	0	1
OMA01872	1	1	1
OMA01873	1	1	1
OMA01874	1	1	1
OMA01875	1	1	1
OMA01876	1	1	1
OMA01877	1	0	1
OMA01878	1	1	1
OMA01879	1	1	1
OMA01880	1	1	1
OMA01881	1	1	1
OMA01882	1	1	1
OMA01883	1	1	1
OMA01884	1	1	1
OMA01885	1	0	1
OMA01886	1	0	1
OMA01887	1	1	1
OMA01888	1	1	1
OMA01889	1	1	1
OMA01890	1	0	1
OMA01891	1	1	1
OMA01892	1	1	1
OMA01893	1	1	1
OMA01894	1	1	1
OMA01895	1	0	1
OMA01896	1	1	1
OMA01897	1	0	1
OMA01898	1	1	1
OMA01899	1	0	1
OMA01900	1	1	1
OMA01901	1	1	1
OMA01902	1	1	1
OMA01903	1	1	1
OMA01904	1	1	1
OMA01905	1	1	1
OMA01906	1	1	1
OMA01907	1	0	1
OMA01908	1	1	1
OMA01909	1	1	1
OMA01910	1	1	1
OMA01911	1	0	1
OMA01912	1	1	1
OMA01913	1	1	1
OMA01914	1	1	1
OMA01915	1	1	1
OMA01916	1	0	1
OMA01917	1	0	1
OMA01918	1	1	1
OMA01919	1	1	1
OMA01920	1	0	1
OMA01921	1	1	1
OMA01922	1	1	1
OMA01923	1	1	1
OMA01924	1	1	1
OMA01925	1	1	1
OMA01926	1	1	1
OMA01927	1	0	1
OMA01928	1	1	1
OMA01929	1	0	1
OMA01930	1	1	1
OMA01931	1	1	1
OMA01932	1	1	1
OMA01933	1	1	1
OMA01934	1	1	1
OMA01935	1	1	1
OMA01936	1	1	1
OMA01937	1	1	1
OMA01938	1	1	1
OMA01939	1	1	1
OMA01940	1	1	1
OMA01941	1	1	1
OMA01942	1	0	1
OMA01943	1	0	1
OMA01944	1	1	1
OMA01945	1	1	1
OMA01946	1	0	1
OMA01947	1	1	1
OMA01948	1	1	1
OMA01949	1	1	1
OMA01950	1	1	1
OMA01951	1	1	1
OMA01952	1	1	1
OMA01953	1	1	1
OMA01954	1	0	1
OMA01955	1	1	1
OMA01956	1	1	1
OMA01957	1	0	1
OMA01958	1	1	1
OMA01959	1	1	1
OMA01960	1	1	1
OMA01961	1	1	1
OMA01962	1	1	1
OMA01963	1	1	1
OMA01964	1	1	1
OMA01965	1	0	1
OMA01966	1	0	1
OMA01967	1	0	1
OMA01968	1	1	1
OMA01969	1	1	1
OMA01970	1	1	1
OMA01971	1	1	1
OMA01972	1	1	1
OMA01973	1	0	1
OMA01974	1	1	1
OMA01975	1	1	1
OMA01976	1	1	1
OMA01977	1	1	1
OMA01978	1	1	1
OMA01979	1	0	1
OMA01980	1	0	1
OMA01981	1	1	1
OMA01982	1	1	1
OMA01983	1	1	1
OMA01984	1	1	1
OMA01985	1	1	1
OMA01986	1	0	1
OMA01987	1	1	1
OMA01988	1	1	1
OMA01989	1	1	1
OMA01990	1	1	1
OMA01991	1	1	1
OMA01992	1	0	1
OMA01993	1	1	1
OMA01994	1	0	1
OMA01995	1	1	1
OMA01996	1	1	1
OMA01997	1	0	1
OMA01998	1	1	1
OMA01999	1	1	1
OMA02000	1	0	1
OMA02001	1	1	1
OMA02002	1	1	1
OMA02003	1	1	1
OMA02004	1	1	1
OMA02005	1	1	1
OMA02006	1	1	1
OMA02007	1	1	1
OMA02008	1	1	1
OMA02009	1	1	1
OMA02010	1	0	1
OMA02011	1	0	1
OMA02012	1	1	1
OMA02013	1	0	1
OMA02014	1	1	1
OMA02015	1	1	1
OMA02016	1	0	1
OMA02017	1	0	1
OMA02018	1	1	1
OMA02019	1	1	1
OMA02020	1	1	1
OMA02021	1	1	1
OMA02022	1	1	1
OMA02023	1	1	1
OMA02024	1	1	0
OMA02025	1	0	1
OMA02026	1	1	1
OMA02027	1	1	1
OMA02028	1	1	1
OMA02029	1	1	1
OMA02030	1	1	1
OMA02031	1	1	1
OMA02032	1	0	1
OMA02033	1	0	1
OMA02034	1	0	1
OMA02035	1	1	1
OMA02036	1	1	1
OMA02037	1	1	1
OMA02038	1	0	1
OMA02039	1	1	1
OMA02040	1	1	1
OMA02041	1	1	1
OMA02042	1	1	1
OMA02043	1	1	1
OMA02044	1	1	1
OMA02045	1	1	1
OMA02046	1	1	1
OMA02047	1	1	1
OMA02048	1	1	1
OMA02049	1	1	1
OMA02050	1	1	1
OMA02051	1	1	1
OMA02052	1	1	1
OMA02053	1	0	1
OMA02054	1	1	1
OMA02055	1	1	1
OMA02056	1	0	1
OMA02057	1	1	1
OMA02058	1	1	1
OMA02059	1	0	1
OMA02060	1	1	1
OMA02061	1	1	1
OMA02062	1	0	1
OMA02063	1	0	1
OMA02064	1	0	1
OMA02065	1	1	1
OMA02066	1	1	1
OMA02067	1	1	1
OMA02068	1	0	1
OMA02069	1	1	1
OMA02070	1	0	1
OMA02071	1	1	1
OMA02072	1	1	1
OMA02073	1	1	1
OMA02074	1	1	1
OMA02075	1	1	1
OMA02076	1	1	1
OMA02077	1	1	1
OMA02078	1	1	1
OMA02079	1	0	1
OMA02080	1	1	1
OMA02081	1	1	1
OMA02082	1	1	1
OMA02083	1	1	1
OMA02084	1	1	1
OMA02085	1	0	1
OMA02086	1	1	1
OMA02087	1	1	1
OMA02088	1	1	1
OMA02089	1	0	1
OMA02090	1	0	1
OMA02091	1	1	1
OMA02092	1	1	1
OMA02093	1	1	1
OMA02094	1	1	1
OMA02095	1	0	1
OMA02096	1	1	1
OMA02097	1	1	1
OMA02098	1	0	1
OMA02099	1	1	1
OMA02100	1	0	1
OMA02101	1	1	1
OMA02102	1	1	1
OMA02103	1	1	1
OMA02104	1	1	1
OMA02105	1	0	1
OMA02106	1	1	1
OMA02107	1	1	1
OMA02108	1	0	1
OMA02109	1	1	1
OMA02110	1	1	1
OMA02111	1	1	1
OMA02112	1	1	1
OMA02113	1	1	1
OMA02114	1	1	1
OMA02115	1	0	1
OMA02116	1	1	1
OMA02117	1	1	1
OMA02118	1	1	1
OMA02119	1	1	1
OMA02120	1	1	1
OMA02121	1	0	1
OMA02122	1	1	1
OMA02123	1	1	1
OMA02124	1	1	1
OMA02125	1	1	1
OMA02126	1	0	1
OMA02127	1	1	1
OMA02128	1	1	1
OMA02129	1	0	1
OMA02130	1	0	1
OMA02131	1	1	1
OMA02132	1	1	1
OMA02133	1	0	1
OMA02134	1	1	1
OMA02135	1	0	1
OMA02136	1	1	1
OMA02137	1	1	1
OMA02138	1	1	1
OMA02139	1	1	1
OMA02140	1	0	1
OMA02141	1	1	1
OMA02142	1	1	1
OMA02143	1	1	1
OMA02144	1	1	1
OMA02145	1	1	1
OMA02146	1	1	1
OMA02147	1	1	1
OMA02148	1	1	1
OMA02149	1	1	1
OMA02150	1	1	1
OMA02151	1	1	1
OMA02152	1	0	1
OMA02153	1	1	1
OMA02154	1	1	1
OMA02155	1	0	1
OMA02156	1	1	1
OMA02157	1	1	1
OMA02158	1	0	1
OMA02159	1	0	1
OMA02160	1	1	1
OMA02161	1	1	1
OMA02162	1	1	1
OMA02163	1	1	1
OMA02164	1	1	1
OMA02165	1	1	1
OMA02166	1	1	1
OMA02167	1	1	1
OMA02168	1	1	1
OMA02169	1	1	1
OMA02170	1	1	1
OMA02171	1	1	1
OMA02172	1	1	1
OMA02173	1	1	1
OMA02174	1	1	1
OMA02175	1	0	1
OMA02176	1	1	1
OMA02177	1	0	1
OMA02178	1	1	1
OMA02179	1	1	1
OMA02180	1	0	1
OMA02181	1	0	1
OMA02182	1	1	1
OMA02183	1	1	1
OMA02184	1	0	1
OMA02185	1	1	1
OMA02186	1	0	1
OMA02187	1	0	1
OMA02188	1	1	1
OMA02189	1	1	1
OMA02190	1	1	1
OMA02191	1	1	1
OMA02192	1	1	1
OMA02193	1	0	1
OMA02194	1	1	1
OMA02195	1	1	1
OMA02196	1	1	1
OMA02197	1	1	1
OMA02198	1	1	1
OMA02199	1	0	1
OMA02200	1	1	1
OMA02201	1	1	1
OMA02202	1	1	1
OMA02203	1	1	1
OMA02204	1	0	1
OMA02205	1	1	1
OMA02206	1	1	1
OMA02207	1	1	1
OMA02208	1	1	1
OMA02209	1	1	1
OMA02210	1	1	1
OMA02211	1	1	0
OMA02212	1	1	1
OMA02213	1	1	1
OMA02214	1	1	1
OMA02215	1	1	1
OMA02216	1	1	1
OMA02217	1	0	1
OMA02218	1	1	1
OMA02219	1	1	1
OMA02220	1	1	1
OMA02221	1	1	1
OMA02222	1	1	1
OMA02223	1	1	1
OMA02224	1	1	1
OMA02225	1	1	1
OMA02226	1	1	1
OMA02227	1	1	1
OMA02228	1	1	1
OMA02229	1	1	1
OMA02230	1	1	1
OMA02231	1	0	1
OMA02232	1	1	1
OMA02233	1	1	1
OMA02234	1	0	1
OMA02235	1	0	1
OMA02236	1	1	1
OMA02237	1	1	1
OMA02238	1	1	1
OMA02239	1	0	1
OMA02240	1	0	1
OMA02241	1	1	1
OMA02242	1	0	1
OMA02243	1	1	1
OMA02244	1	1	1
OMA02245	1	1	1
OMA02246	1	1	1
OMA02247	1	1	1
OMA02248	1	1	1
OMA02249	1	0	1
OMA02250	1	0	1
OMA02251	1	1	1
OMA02252	1	1	1
OMA02253	1	1	1
OMA02254	1	1	1
OMA02255	1	0	1
OMA02256	1	1	1
OMA02257	1	1	1
OMA02258	1	0	1
OMA02259	1	0	1
OMA02260	1	0	1
OMA02261	1	1	1
OMA02262	1	1	1
OMA02263	1	1	1
OMA02264	1	1	1
OMA02265	1	1	1
OMA02266	1	1	1
OMA02267	1	1	1
OMA02268	1	1	1
OMA02269	1	1	0
OMA02270	1	1	1
OMA02271	1	1	1
OMA02272	1	1	1
OMA02273	1	1	1
OMA02274	1	1	1
OMA02275	1	0	1
OMA02276	1	1	1
OMA02277	1	1	1
OMA02278	1	1	1
OMA02279	1	0	1
OMA02280	1	1	1
OMA02281	1	1	1
OMA02282	1	1	1
OMA02283	1	0	1
OMA02284	1	1	1
OMA02285	1	1	1
OMA02286	1	1	1
OMA02287	1	1	1
OMA02288	1	1	1
OMA02289	1	1	1
OMA02290	1	1	1
OMA02291	1	1	1
OMA02292	1	1	1
OMA02293	1	1	1
OMA02294	1	1	1
OMA02295	1	0	1
OMA02296	1	1	1
OMA02297	1	1	1
OMA02298	1	0	1
OMA02299	1	1	1
OMA02300	1	0	1
OMA02301	1	1	1
OMA02302	1	1	1
OMA02303	1	1	1
OMA02304	1	1	1
