# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Bovismorbificans_CVM_30176	ECOLI	SALTY
823	1020	1145
1707	1509	1420
648	3553	3766
1487	3736	3984
1839	0	1618
3643	1230	1631
737	3	3
2455	2572	2753
272	2049	2131
483	0	827
4196	3086	3284
2544	2933	3132
2699	1270	1595
1544	3678	637
2225	79	119
4044	3927	4193
1154	2249	2317
2486	2330	2382
1364	0	2257
1774	1797	1861
1013	936	1067
3419	0	14
3635	1346	1551
2615	0	1543
1426	0	1962
599	0	761
322	2765	2967
923	2594	2830
2182	687	732
1056	3052	3250
3702	2011	2089
3152	2235	3673
1638	2678	2905
2384	41	75
3300	1433	1467
2902	549	580
3981	3998	4292
3895	3414	3583
3773	0	2681
1948	3050	3248
3149	3582	3796
1706	24	45
3165	0	1064
6	3251	3435
323	0	321
2125	654	692
2448	754	808
2943	1880	1941
888	0	3663
2730	3352	3527
1254	0	3020
950	0	4228
1369	93	133
3934	0	3919
3948	0	4042
391	29	51
2361	0	160
3536	742	797
3381	0	4257
3888	0	3541
3564	963	1088
844	3662	3888
2370	3728	3976
432	3698	3943
2574	2274	2334
2362	0	2484
281	1515	1413
3146	0	3140
601	3631	3850
958	4070	4342
366	2193	2283
1572	390	423
752	1627	1274
1011	2145	2230
3754	0	2425
124	2650	2875
3983	0	4298
2722	0	2809
2074	1166	1686
1089	0	4123
858	0	1063
3570	1021	1146
175	0	2786
1968	3045	3242
3538	763	818
185	1388	1510
2059	453	490
2208	359	381
3772	0	2677
74	310	2106
3718	2146	2204
2	561	592
590	246	3404
3100	610	651
2138	766	821
1051	853	957
2978	4076	4147
1919	3543	3756
641	2578	2813
190	19	40
1374	0	921
1531	0	2482
3784	0	2756
2883	0	1800
2830	0	1435
464	122	171
3704	2021	2100
1290	0	4335
1004	1341	1566
2538	2287	2350
2804	3603	3820
3022	2550	2733
3410	3318	3484
4186	0	3884
2890	767	822
3617	1429	1469
1808	1902	1995
1023	1879	671
2878	1158	1695
3737	520	2311
1797	2302	2361
2492	3683	3914
2960	997	1122
2832	1859	1922
3855	3061	3259
2260	1167	1685
3957	3829	4117
0	7	6
1695	89	129
2359	1499	1429
1615	1160	1693
1561	0	2682
4133	139	184
810	0	3865
3519	606	647
2348	1603	1301
311	2436	2489
3194	0	2010
4275	0	2760
3590	1648	1255
3980	0	4269
815	1601	1303
1048	2724	2933
411	3588	3806
2494	2829	3051
2323	0	1327
3853	2879	3238
2265	1929	2024
832	1048	1172
513	2132	2217
2723	2181	2267
3746	2297	2356
902	3313	3479
479	2013	2091
2227	393	429
3767	0	2572
1878	2745	2953
1662	376	402
4148	2447	2553
1745	3793	4069
1532	787	846
3230	2970	3161
3171	1645	1257
1427	573	608
1466	3069	3269
3866	2120	3382
3783	2564	2745
3145	3652	3876
912	3556	3771
2160	0	2192
751	1553	1384
3339	0	1617
666	3517	3726
4247	0	2807
527	2402	2456
1392	1684	1237
24	3709	3958
1187	1189	1662
4024	0	2515
2401	2922	3122
3159	759	815
3024	613	653
1287	2024	2109
2820	3597	3814
3821	0	3021
3651	1116	1738
2453	2479	2587
1884	116	165
4183	3334	3501
865	3595	3812
1265	0	830
921	4133	4414
2020	1907	1997
4281	1858	1921
516	3719	3967
1167	809	909
632	2667	2893
2999	3155	3339
3365	0	1611
3428	0	62
2855	360	382
922	2306	2367
2644	104	144
1739	0	320
2270	570	605
1803	2975	3167
2995	1973	2065
1086	3795	4071
2316	0	3063
55	2824	3045
893	0	4107
2365	1927	2022
3346	0	3607
538	2938	3134
883	386	412
2288	1442	1459
1716	1426	3931
914	1435	1465
1938	2289	2352
286	3246	3428
3811	0	2941
2976	2343	2395
2675	1219	1634
861	2569	2750
534	0	2198
3021	2686	3629
1250	3451	3635
38	2083	2175
2940	3788	4064
3800	0	2879
3921	0	3863
2674	3066	3266
786	3651	3875
1212	0	1058
2340	552	583
3533	715	773
4222	1798	1862
1702	469	508
3852	3034	3222
1478	197	248
3399	0	750
1046	3846	1081
2779	0	3552
1885	2812	3028
4305	1629	1272
631	1792	1857
2604	748	803
2447	3542	3755
1244	830	935
1465	838	942
157	304	357
1173	2346	2398
3070	1192	1660
3726	2139	2224
4326	1380	1522
3905	0	3706
1162	0	1672
3494	480	521
3448	147	192
2105	0	4152
1936	61	103
801	3721	3969
1423	3436	3606
2646	3200	3372
1053	2270	2330
4323	1736	1782
2422	2294	2480
4050	0	1474
2187	3777	4030
2466	4116	4393
575	0	1214
4055	3648	3872
636	1946	2041
350	670	718
2275	1639	1263
489	3255	3440
2044	3524	3737
1784	1054	1177
3697	0	2058
2926	0	59
1824	0	920
2472	3650	3874
767	48	87
2108	169	221
518	106	146
37	3675	3902
71	0	2123
249	417	454
1761	1542	1395
1612	488	531
739	3015	3206
1991	2040	2129
4128	0	1616
178	0	1682
2177	3953	4220
613	1379	1523
2104	3655	3879
957	1597	1307
1123	1980	3139
3172	0	3639
3218	1550	1387
1825	1139	1710
314	2301	2360
2186	3291	3468
4031	1685	1236
991	0	737
3695	1955	2050
2637	0	3650
3965	3901	4168
3850	3031	3219
833	0	28
1957	1926	2021
2261	1747	1813
257	0	736
1021	2405	3009
2785	1156	1697
1831	2957	3149
2450	1760	1826
3110	1725	1770
1333	3245	3427
193	910	1729
3743	2284	2345
1640	3186	3358
2616	0	1043
3785	0	2758
973	2753	2956
3322	0	1984
3711	2038	2127
2458	792	851
983	0	3955
3757	0	2436
252	3695	3940
678	3674	3901
3258	3363	3534
2057	128	180
3798	2636	2862
2121	2320	2372
1834	2994	0
3187	0	3670
1821	164	216
4089	3484	3701
221	90	130
2284	3487	3703
4048	1494	1438
920	1608	1296
849	0	4256
50	0	2458
2583	0	3008
2116	3221	3397
4195	3375	3547
634	2389	2442
2988	0	2911
2786	1049	1173
3232	3547	3760
3877	3173	3472
356	456	493
2757	3671	3898
3939	3734	3982
1698	2987	3179
1659	2205	2300
2712	3586	3804
2289	1132	1717
1539	2209	200
955	2682	2909
536	2951	4369
3647	1136	1713
100	0	4250
3805	1990	2915
1459	1776	1842
158	0	416
2653	967	1092
2816	54	93
3347	0	3608
3572	1035	1160
36	2831	3053
3593	0	1278
2247	0	4260
2596	0	3138
3828	2850	3071
2172	1855	1918
1867	1297	1416
3923	0	3867
3143	1561	1377
4341	0	428
345	411	447
1669	1903	1996
529	1644	1258
2536	568	603
2776	160	212
702	3773	4024
421	3529	3742
838	3116	3314
3496	0	527
4308	802	902
2304	2430	2481
2467	50	89
671	3606	3824
868	280	549
244	0	2757
3038	2875	3093
2011	2290	2353
203	836	938
680	0	813
3405	0	4253
3337	701	757
2581	3400	3570
2588	3428	3597
2694	855	959
501	0	3730
46	2195	2285
1303	3966	4234
3463	0	295
369	4045	1556
2034	0	3549
3588	1653	1250
717	1217	1636
1169	3167	3351
1377	1872	1932
3485	0	486
1276	1503	1426
626	1386	1512
1143	0	2759
1251	3417	3586
1237	3005	3196
2894	622	663
2952	1138	1711
3802	2666	2892
3542	779	838
3267	0	2973
816	3602	3819
4064	3664	3890
3656	1728	1773
437	466	505
363	2654	2880
1675	0	155
1860	479	520
1625	115	164
1138	1025	1150
2356	162	214
2178	0	1207
2017	322	1060
3113	2804	1483
3979	0	4268
2010	0	1946
2598	153	205
1993	192	243
3488	0	499
370	2597	2833
3308	0	4303
1286	2401	2455
918	2204	2299
1903	3146	3329
3584	1694	1227
2562	0	2258
715	3423	3592
1144	1029	1154
2879	198	250
236	3367	3538
3741	2272	2332
2309	2325	2377
1001	353	375
308	1099	1753
2030	2633	2859
2702	146	191
1259	30	63
3481	0	421
3204	2476	2582
1907	1805	1868
2421	0	2513
954	3035	3223
4316	2856	3077
2321	0	1963
2216	0	1206
2299	2121	2206
1410	1851	1915
1240	954	1080
436	545	576
3926	3653	3877
996	1724	1769
1317	175	227
3699	1987	2071
927	3755	4007
2965	1734	1780
4006	4042	1559
1059	1183	1668
1255	474	515
728	1401	1540
2157	468	507
2331	0	1952
1018	446	485
3674	0	1951
2766	1988	2072
657	2623	2849
1767	0	34
1431	0	2167
292	684	729
2170	1203	1651
2746	0	3142
2072	1361	415
1479	0	2018
2210	0	2783
1912	4067	4338
1455	3397	3564
771	3614	3832
3464	211	303
1812	129	181
2110	0	1479
192	3516	3725
43	207	300
1438	1007	1132
2008	1913	2003
2332	455	492
1074	0	3664
2587	656	707
2060	6	5
1272	501	1038
2844	3872	4132
1137	0	4276
2048	854	958
1195	1215	1641
2493	2547	2730
3079	2183	2268
762	2279	2339
1566	2225	545
1128	527	0
1621	2186	2271
1341	1053	1175
2553	1334	1581
1714	631	675
3457	196	247
2469	0	3420
2737	457	494
3336	4102	4377
2312	3211	3383
2112	3004	3195
2682	62	104
4030	3615	3833
1330	1766	1832
1810	2549	2732
1122	2472	2578
3745	2292	2355
1298	1194	1658
2276	123	172
1082	3080	3278
2519	0	3933
1687	1825	1889
3138	4118	4395
17	0	1955
790	0	1332
3742	2273	2333
1726	2221	2309
14	35	69
4087	0	2739
3758	0	2437
1710	1626	1275
2920	0	2761
3782	2561	2742
3720	2124	2209
372	4115	4392
3535	725	785
2167	168	220
2535	1575	1989
1178	0	617
2387	0	1192
512	2019	2097
1667	2187	2272
3761	2390	2444
713	3609	3827
532	0	1212
2435	201	253
3996	4105	4381
2176	0	1574
1840	0	3396
1422	0	2766
2438	2424	2472
846	108	150
2873	212	304
494	1686	1234
2650	2581	2810
2840	3687	3934
2678	696	752
127	3607	3825
3911	3569	0
3340	2939	3135
1370	3317	3483
579	3503	3720
1639	382	408
3259	3726	3974
3561	0	1061
415	3947	4214
355	2857	3078
1371	562	593
3793	0	2845
1882	3911	4178
1400	1260	1601
231	712	768
1548	0	1328
1660	3686	3917
471	619	660
2513	2944	3148
3541	775	835
1047	1985	2070
2315	4017	4315
3157	698	754
241	3249	3433
1994	3194	3366
835	690	745
1562	2764	2966
1743	0	328
1406	2577	2814
2520	1209	1645
206	0	1368
1881	761	816
3527	0	744
2863	2586	2822
3804	2681	2908
1606	250	3405
1786	4099	4374
2038	3969	4237
4080	2640	2866
946	2950	3640
3417	0	4144
3971	3946	4213
642	199	251
2218	0	330
712	0	4368
1515	0	163
1769	843	947
234	1614	1290
811	964	1089
34	852	956
451	907	1726
740	2695	2927
4174	0	1003
1292	98	138
4257	0	810
604	2461	2568
884	1006	1131
2214	2836	3061
67	609	650
3605	0	1351
1782	652	690
237	0	333
1542	40	74
1777	3692	3937
2721	3289	3465
622	1765	1831
246	2445	2551
3510	0	599
1030	2035	2120
3506	553	584
2907	2008	2086
2173	1587	1318
3943	3749	4001
1965	1598	1306
1947	671	3655
3615	1449	1453
1506	2751	2954
2529	2109	2193
3408	1637	1265
2775	1782	1846
2305	0	3492
1541	1602	1302
1526	0	4341
937	3515	3724
1609	0	4187
2806	867	1576
1696	0	1949
2064	1772	1838
1766	0	2009
1674	798	860
59	1778	1844
4258	0	1140
1969	0	1356
3216	666	714
1397	3880	4140
2701	1821	1885
1142	1942	2037
3274	2887	3101
3318	204	256
782	2078	3689
1629	795	857
81	799	861
3078	3936	4202
417	0	2916
2142	4103	4378
2298	2459	2566
1904	746	801
4191	0	3637
550	0	1793
1900	3641	419
85	1178	1675
97	0	2974
1913	0	4156
3913	3575	3791
3451	2213	196
537	2056	2138
3950	3783	4061
1795	202	254
2837	3589	3807
1446	607	648
745	163	215
2354	655	693
3873	3243	3425
2501	1513	1417
1092	0	4479
2307	0	1571
274	3145	3328
220	786	845
1756	0	298
2867	2773	2983
1146	0	370
1225	2826	3047
722	1111	1743
878	686	731
3663	1822	1886
1604	3811	4086
699	4121	4398
2097	2025	2110
3158	0	826
2146	2400	2454
22	1022	1147
428	1968	2057
2704	3204	3376
3727	2140	2225
2945	1849	1913
1325	744	799
688	1252	1620
819	2772	2982
2794	4138	4426
4103	2954	2918
3530	0	762
4116	0	2347
1376	2006	2084
1853	2434	2487
4072	1206	1648
698	165	217
695	3011	3202
578	3345	3519
1905	3644	3868
2518	1827	1891
2185	0	1953
3817	2787	2998
2563	11	10
1650	2723	2932
3920	0	3862
2328	797	859
4033	2435	2488
2159	1751	1817
1334	3174	3474
514	0	2103
1464	2647	2872
4273	878	27
1868	2010	2088
2733	2344	2396
3178	3859	3921
0	464	503
3184	1175	1678
3863	3184	3356
1631	0	20
1007	3248	3432
2281	2785	2996
113	2604	2841
3915	3581	3795
3686	1912	2002
125	3018	3209
4096	0	3233
2047	141	186
3167	0	1011
3650	1118	1736
2028	58	100
2633	3546	3759
1328	2184	2269
4139	483	524
2923	0	3605
4052	600	641
1558	4054	1085
1832	3587	3805
3378	1489	1443
3673	0	1950
2197	539	570
1331	1153	1700
195	1841	1905
1788	1287	2534
2922	0	325
721	2793	3004
1461	3234	3416
1284	0	2962
926	721	779
2042	2671	2897
2912	819	924
2310	2778	2989
1239	1876	4330
1411	1381	1521
349	364	386
879	0	3082
1311	1612	1292
4162	603	643
1234	3113	3311
285	190	241
1520	0	4044
2691	0	1002
4236	2364	2405
2181	2903	3109
2508	0	3511
3614	1450	1452
2086	0	2764
296	0	2987
275	2084	2176
1183	0	2059
1623	2326	2378
2389	1046	1170
523	3485	3702
3654	1100	1752
4228	2450	2556
4066	1008	1133
1636	2589	2825
3250	931	3696
3882	3339	3513
4243	0	3904
2514	3760	4012
402	679	724
2390	3681	3912
2295	2023	2108
1932	2679	2906
1346	3418	3587
4304	0	1337
3998	3025	4401
1267	1154	1699
2036	3376	3548
654	3618	3836
3931	3679	3909
3418	0	1004
182	857	961
3001	2670	2896
1275	0	3561
3549	840	944
975	0	3634
128	1389	1509
2479	3443	3614
3972	3954	4221
2860	1713	1758
1985	4110	4387
29	0	3734
2814	2618	2846
326	831	3631
967	2164	2244
3712	2065	2147
1890	2854	3075
1036	1738	1784
2259	4001	1615
387	2513	2694
3669	1882	1943
3969	3939	4206
3941	3742	3991
3959	3834	4121
1641	873	22
2471	0	4109
1813	0	1352
294	0	919
1536	154	206
1301	0	1577
934	0	52
3144	3198	3370
3068	1538	1399
3445	0	175
3666	1862	1925
1384	699	755
2199	0	4104
2094	1497	1431
2478	2437	2490
3020	3828	4116
3672	0	1947
4306	1004	1129
2777	4135	4416
2724	1382	1520
2368	731	791
1016	3776	4027
1451	2923	3123
3822	0	3029
909	3757	4009
3397	63	105
1222	0	2785
1744	1816	1876
2211	2185	2270
162	3032	3220
2515	3071	3272
2287	1745	1791
1552	1994	2076
3013	357	379
1484	121	170
161	0	1083
3210	1059	1183
4170	0	1436
800	608	649
290	0	3081
3525	0	742
3482	409	445
2931	1064	1189
2663	2034	2119
4003	135	4422
3041	1544	1393
3676	0	1965
32	0	1358
3999	3028	4402
1828	0	4424
1012	2576	2802
588	2603	2839
1202	3938	4204
3005	0	3012
990	0	1967
3098	3265	3451
4042	0	1042
3256	1870	1211
2975	4140	4428
2220	1438	1463
1019	2912	3113
503	713	769
2897	0	2685
1414	3257	3442
945	3431	3600
433	454	491
2605	1369	1529
3094	0	2963
560	638	681
1219	55	94
3867	3212	3384
3633	1349	1548
384	844	948
554	2453	2559
3247	2170	2251
431	577	612
894	0	2443
1148	970	1095
2732	0	3240
481	2191	2281
3414	2442	2548
1398	1819	1882
2576	459	496
3907	3506	3723
2018	2091	2182
309	428	466
1319	2179	2266
1927	898	1033
3122	490	534
3974	3964	4232
2573	861	965
1231	722	780
2706	1823	1887
1845	3185	3357
910	2194	2284
3641	0	1606
750	2729	2938
1037	4104	4379
205	4073	4345
2707	745	800
3586	1672	1241
1742	0	2102
1551	1866	1051
1844	0	4143
1741	993	1118
1549	3869	4129
3040	1558	1379
170	3952	4219
3116	594	631
1027	3714	3962
329	1631	1270
2578	2305	2366
2041	796	858
2491	2858	3083
0	276	2670
406	1953	2048
787	2828	3050
306	1750	1816
812	585	621
2155	4132	4413
1880	3661	3887
573	2744	2952
2793	1001	1126
4282	2888	3102
1653	3343	3517
1200	1231	1630
1529	0	3894
1595	3019	3210
1497	2240	1338
3331	0	2794
758	2429	2478
2864	2843	3065
1382	3017	3208
1395	0	336
1409	1164	1689
668	829	934
3057	193	244
1584	1179	1673
496	1034	1159
854	1836	1009
2603	3961	4229
769	3038	3225
872	0	501
1990	996	1121
1132	3002	3193
3416	3941	4208
2465	1148	1705
226	0	2438
1770	0	3950
1355	0	4337
2459	2096	2187
2780	653	691
3763	0	2461
972	0	4094
1442	2752	2955
2858	438	477
3091	529	0
738	3157	3341
929	904	1041
154	3974	4241
2377	1539	1398
2278	1789	1854
1601	0	3241
1899	2246	2921
1057	2642	2868
943	0	1434
1814	3435	3604
524	1133	1716
121	2178	2265
1038	2081	2173
167	0	1366
1448	773	833
974	0	4277
1297	0	1959
3135	1061	1185
3662	0	1871
2590	2072	2170
75	1753	1819
1247	1027	1152
375	402	438
263	3374	3546
552	3633	3853
1368	934	3693
1041	301	354
2229	3730	3978
2280	2685	3626
2373	2368	2409
1172	1569	1371
2209	3262	3447
941	0	319
650	2580	2811
243	949	1076
2179	342	363
445	2989	3181
1796	494	538
4108	0	1439
1608	3629	3849
548	395	431
637	1040	1165
2296	2079	3690
1499	3712	3960
757	2585	2821
2719	559	590
3638	0	1575
0	757	811
1090	1704	1218
492	2880	3237
2499	2566	2747
2880	2852	3073
318	1852	1916
204	1162	1691
225	1190	1661
2343	458	495
3139	825	930
1793	1757	1823
266	4124	4405
1340	3119	3317
3404	3782	4060
3500	533	564
1727	1117	1737
582	0	1334
134	3440	3611
3182	776	836
1193	1632	1269
4251	0	781
1573	2366	2407
2984	0	4054
2118	3599	3816
2207	152	204
1929	0	1802
2989	99	139
420	3095	3293
3946	0	4038
2994	2877	3095
2824	893	1028
3176	3531	3744
639	1495	1437
1381	0	306
2621	2873	3091
3266	0	1221
2914	593	629
2257	1537	1400
2003	0	97
3207	2963	3154
997	2381	2430
4269	0	4145
3393	0	1973
2404	1555	1382
741	0	391
1379	4043	1558
3930	3677	3908
3816	0	2964
3061	0	2584
3330	2866	3086
723	3962	4230
2027	2080	3691
2006	2128	2213
3257	0	2765
2798	436	475
3162	0	541
1999	0	1070
3958	3832	4119
1838	2168	2249
1937	0	1478
3944	3751	4003
438	3600	3817
814	3752	4004
2147	3758	4010
2342	369	392
544	4112	4389
1701	1541	1396
3461	0	292
1117	995	1120
2213	3654	3878
1475	3798	4074
2350	1576	1990
2803	3312	3478
1966	3148	3331
2078	0	4173
4177	0	2528
493	0	1605
4314	3438	3609
4000	3024	4403
2564	1911	2001
2906	1869	3261
1026	3118	3316
2188	1914	2004
4085	0	2150
146	1332	1583
2740	2592	2828
199	2846	3067
353	3827	4115
287	0	1345
1342	1768	1834
2353	2017	2095
683	1348	1549
1851	3434	3603
1326	177	229
940	3622	3842
2039	2960	3152
646	4002	1614
829	1712	1757
1388	1799	1863
1804	3688	3935
3861	3161	3345
3028	1193	1659
2463	940	1074
2122	0	978
23	1562	1376
1643	3259	3444
2748	1202	1652
3115	2478	2585
347	0	566
592	3393	3558
2202	0	1957
3303	579	614
3987	0	4333
0	4089	4358
1911	0	4399
4209	1350	2509
373	0	1516
2743	2781	2992
948	9	8
2652	1016	1141
3174	3504	3721
3009	389	422
82	2739	2948
3883	3340	3514
4217	1293	1007
951	1719	1763
2168	0	1208
77	1783	1847
324	2849	3070
1483	0	1956
2285	1128	1721
736	2057	2139
3627	0	1524
813	210	302
2885	1952	2047
2983	596	633
2895	0	2816
3509	0	598
142	3009	3200
3854	3056	3254
3215	399	435
44	0	4456
1418	3213	3385
3434	69	109
3581	0	1213
3608	1534	1403
3429	34	68
571	2347	2399
8	2443	2549
1452	3461	3660
2649	2053	2136
1632	985	1110
2591	3610	3828
413	1533	1404
2099	3163	3347
568	2448	2554
2781	3891	4158
2570	0	658
610	1488	1444
2419	1266	1599
1680	886	1021
2710	986	1111
682	1826	1890
817	3269	3455
4126	908	1727
2139	105	145
2543	2779	2990
159	563	594
794	2537	2720
1870	2188	2273
2084	1775	1841
248	2333	2386
379	0	2961
240	3151	3334
1380	3160	3344
768	3903	4170
2629	3082	3280
2664	195	246
2436	2775	2985
1619	2208	2303
4274	0	2169
3104	1727	1772
2522	2203	2298
130	3196	3368
4078	2664	2890
716	2176	2263
3026	423	461
2496	2555	2738
4056	3626	3846
1468	2961	3153
3177	640	683
3200	2018	2096
4318	0	2920
1758	0	1197
2859	880	1015
581	0	2673
2711	1817	1880
2464	3081	3279
4197	525	0
1505	3010	3201
305	0	3013
3747	2298	2357
122	2473	2579
1336	2544	2727
1491	781	840
866	1669	1244
1582	992	1117
970	0	1348
520	2158	2238
2526	2214	194
2772	185	238
1713	2177	2264
3809	2719	2928
1738	418	455
1704	3385	3555
1416	0	1217
2765	1615	1289
3058	3740	3989
1589	1770	1836
1314	2669	2895
1945	3624	3844
1670	0	1869
875	2635	2861
2990	3920	4186
2669	486	529
222	0	1980
2433	0	782
453	3467	3676
0	3665	3892
1428	166	218
500	3987	4270
1228	10	9
3186	0	1357
1931	632	676
2693	1941	2036
2366	0	1562
92	3008	3199
530	3971	4238
1171	2562	2743
2156	1109	1745
2475	0	16
1519	0	61
898	860	964
694	1630	1271
299	4100	4375
2792	3003	3194
2672	3570	3786
2224	0	735
1822	1177	1676
3573	1037	1162
3095	0	3895
2277	355	377
3875	3266	3452
3618	0	1470
3431	45	84
908	277	552
3565	965	1090
506	3815	4093
1095	3613	3831
3255	1623	1282
939	2531	2713
3714	2074	3685
2547	3107	3305
392	433	472
2979	0	1637
473	383	409
919	1352	1546
2407	1039	1164
2549	326	4029
1150	0	4423
3316	2126	2211
976	2157	2237
4125	876	25
2067	0	4340
1528	120	169
136	0	3522
2891	571	606
4011	2485	2641
2123	1871	1202
163	3980	4247
1645	0	21
1523	489	532
2065	0	4049
3670	1883	1944
2539	0	3007
2183	3193	3365
935	0	596
2004	0	1001
1730	1417	176
628	975	1100
2445	2725	2934
3051	3078	3276
1223	1336	1580
3446	142	187
2358	629	673
2045	4019	4317
186	0	329
2632	2534	2717
3064	3526	3739
2751	683	728
339	3232	3414
1771	0	3508
1887	1995	2077
971	0	2671
278	3104	3302
477	1367	1531
1886	0	335
4221	4062	4420
3281	0	4483
2742	1017	1142
2016	2968	3159
2887	1447	1456
3869	0	3400
714	1345	1552
2393	0	2922
2800	943	1053
2236	1925	2020
2427	1462	1807
645	3700	3945
4143	0	2082
706	888	1023
1964	500	1037
2641	2428	2477
3188	0	1194
2987	800	862
1590	749	804
2161	1261	1600
2228	0	2800
4261	0	3042
2575	1180	1671
1008	3801	4078
1852	3189	3361
2532	0	3906
825	892	1027
4311	377	403
3141	877	3512
3966	3907	4175
4016	0	533
1031	2171	2252
1925	0	2293
2833	2468	2575
69	1771	1837
3371	3625	3845
1644	3634	3855
1263	2162	2242
1550	526	0
1953	2771	2981
3364	1691	1230
3815	2741	2950
108	2964	3155
255	717	775
1383	493	537
964	2395	2449
965	2690	2781
2100	1813	1873
1637	1809	1870
2527	0	1968
3355	3682	3913
352	3085	3283
301	482	523
621	2902	3108
729	2886	3100
1736	0	4280
3287	2517	2698
2916	4061	26
764	484	525
307	747	802
2070	2967	3158
254	1250	1622
707	2087	2179
913	3037	3224
1215	2283	2343
1288	4131	4412
3776	2540	2723
2148	3102	3300
0	3218	3392
119	26	47
1875	1552	1385
3716	2088	2180
3984	4007	4305
2497	3366	3537
0	1104	1750
408	2542	2725
2363	1181	1670
2934	2212	197
2790	3616	3834
41	94	134
1054	2823	3041
2865	0	3058
452	1795	1859
1433	47	86
209	0	678
3133	431	470
710	823	928
546	3057	3255
3101	1739	1785
1496	0	4295
2801	2215	2304
777	2190	2280
1295	0	2772
3046	2946	3641
2910	2399	2453
3108	2484	2592
2659	391	424
1393	3014	3205
2827	3743	3992
3871	3236	3418
18	2815	3033
1243	0	3523
235	718	776
56	3794	4070
2130	3754	4006
1389	2304	2365
963	1895	1987
1679	172	224
1435	788	847
2415	598	639
466	137	182
2029	1945	2040
864	0	3019
2127	3399	3566
2066	0	1071
1858	2327	2379
3591	1647	1256
2089	203	255
1753	1860	1923
4171	0	4304
1513	3135	3320
2480	2348	2400
1104	3083	3281
2735	3427	3596
1989	3697	3942
2437	2076	3687
10	3402	3572
1649	2665	2891
2690	0	3654
3349	465	504
2854	2588	2824
784	0	294
1192	793	852
1241	752	806
3407	2816	3034
2681	2991	3183
3995	4101	4376
1322	2144	2229
484	2567	2748
2836	1613	1291
422	422	460
1722	591	627
891	3062	3262
4009	2559	2740
3226	1157	1696
3245	966	1091
3052	1105	1749
3532	708	764
1951	3205	3377
1179	0	3319
2852	0	1933
2360	0	343
1581	0	1346
562	445	484
3578	1063	1187
2656	3140	3323
3621	0	1489
1266	0	334
1898	2082	2174
1357	2440	2546
3016	3596	3813
456	3997	4291
3899	0	3632
1025	897	1032
3073	222	308
3193	1938	2033
1891	3370	3542
2812	3483	0
2434	3527	3740
1725	3951	4218
1161	78	118
233	1978	3144
1996	4134	4415
3151	2687	3628
2014	412	449
4045	3896	4163
2953	3046	3243
3047	0	1972
665	4072	4344
2212	0	2969
1876	3761	4013
3130	0	2912
328	2172	2253
1485	1773	1839
1040	3534	3747
2697	140	185
3134	3455	3656
394	0	3055
407	1845	1909
1689	0	969
403	627	672
3849	3030	3218
2001	890	1025
4053	614	654
3916	3594	3811
1264	720	778
2267	3924	4190
2849	0	1200
1372	1547	1390
1168	2519	2700
3700	2005	2083
2053	124	177
1003	3819	4103
1453	2949	4367
1337	3369	3540
173	0	4380
658	174	226
1307	452	489
0	76	116
3392	0	1974
485	354	376
1768	971	1096
4097	3989	4284
1257	378	404
1420	3341	3515
135	1843	1907
4176	0	2526
1149	1948	2043
1711	972	1097
2242	3433	3602
3655	1726	1771
2262	0	1350
1565	2004	2081
949	2965	3156
321	2982	3174
3147	0	2788
3479	380	406
3994	4098	4373
191	2165	2245
1216	2514	2695
1873	0	1982
952	0	2796
138	27	48
1819	2632	2858
3163	4010	4308
1348	4003	4300
4343	0	1000
1258	0	1055
3205	2483	2591
630	4108	4385
3170	3850	4124
1006	103	143
1585	0	2795
1403	0	2763
2489	1366	1532
3452	2210	199
2634	3862	4125
2534	4109	4386
486	0	31
2935	0	29
1693	3533	3746
4062	3192	3364
556	2653	2878
841	3287	3463
672	1532	1405
3390	2299	2358
1391	4044	1557
3327	0	4336
1306	3656	3880
2802	3959	4227
3558	895	1030
1915	1439	1462
754	187	0
3420	0	17
2233	3767	4018
2560	0	99
2932	2127	2212
818	3091	3289
376	1803	1866
804	565	600
2921	3476	3680
1926	3040	3228
389	0	995
476	3689	3936
0	1082	2604
4152	2899	3882
2510	1296	1593
468	1395	1504
992	2300	2359
4249	0	4090
2052	2762	2261
2554	2452	2558
1895	2851	3072
2698	3404	3574
1527	0	1579
3030	2536	2719
742	2726	2935
2394	0	528
2937	2825	3046
1856	0	4366
603	999	1124
3185	0	1584
2516	3741	3990
2756	3934	4200
1872	3242	3424
381	680	725
653	1657	2704
3585	1682	1239
3756	2386	2435
2371	451	488
2970	968	1093
2101	2646	2871
673	0	3642
2901	3100	3298
1458	554	585
820	0	831
892	0	1560
5	4006	4302
2939	3522	3735
3228	0	2063
351	264	1674
1587	3539	3752
1697	1548	1389
1794	381	407
2022	1002	1127
1457	1591	1313
3604	0	1349
3191	3477	3681
48	2776	2986
2417	678	723
12	2560	2741
3372	0	4023
978	1107	1930
686	0	2960
1986	726	786
793	3812	4087
770	0	4108
1668	1833	1898
3213	899	1034
2718	0	2790
265	567	602
3056	1161	1692
3225	0	1570
851	33	67
26	3089	3287
2153	3112	3310
4322	0	2687
1607	1300	1589
2823	191	242
1757	0	299
2784	3275	3456
1705	0	324
755	1777	1843
2896	1557	1380
1855	1867	1052
2683	3156	3340
480	0	1476
